,순위,종목코드,href,현재가,매출액[2019],매출액[2019.12],매출액[2020.03],영업이익[2019],영업이익[2019.12],영업이익[2020.03],당기순이익[2019],당기순이익[2019.12],당기순이익[2020.03],자산총계[2019],자산총계[2019.12],자산총계[2020.03],부채총계[2019],부채총계[2019.12],부채총계[2020.03],자본총계[2019],자본총계[2019.12],자본총계[2020.03],영업이익률[2019],영업이익률[2019.12],영업이익률[2020.03],순이익률[2019],순이익률[2019.12],순이익률[2020.03],ROE(%)[2019],ROE(%)[2019.12],ROE(%)[2020.03],ROA(%)[2019],ROA(%)[2019.12],ROA(%)[2020.03],부채비율[2019],부채비율[2019.12],부채비율[2020.03],EPS(원)[2019],EPS(원)[2019.12],EPS(원)[2020.03],PER(배)[2019],PER(배)[2019.12],PER(배)[2020.03],BPS(원)[2019],BPS(원)[2019.12],BPS(원)[2020.03],PBR(배)[2019],PBR(배)[2019.12],PBR(배)[2020.03],현금배당수익률[2019],현금배당수익률[2019.12],현금배당수익률[2020.03],현금배당성향(%)[2019],현금배당성향(%)[2019.12],현금배당성향(%)[2020.03]
현대일렉트릭,366,267260,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=267260,"9,030","17,711","5,623","3,864","-1,567",-400,43,"-2,643","-1,545",106,"22,565","22,565","22,743","15,563","15,563","15,689","7,002","7,002","7,054",-8.85,-7.12,1.10,-14.92,-27.48,2.73,-34.08,-34.08,-29.75,-11.54,-11.54,-10.11,222.25,222.25,222.43,"-10,684","-5,958",293,N/A,N/A,N/A,"19,447","19,447","19,597",0.59,0.59,0.33,,,,0.00,0.00,
SK증권,367,001510,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001510,669,"5,502","1,302","3,377",214,11,-114,312,27,-101,"41,395","41,395","59,522","35,693","35,693","54,012","5,702","5,702","5,510",3.89,0.82,-3.38,5.67,2.09,-3.00,5.62,5.62,0.10,0.79,0.79,0.00,626.02,626.02,980.19,66,6,-20,9.26,9.26,429.54,"1,226","1,226","1,213",0.50,0.50,0.42,1.65,,,14.96,171.46,0.00
조선내화,368,000480,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000480,"79,100","7,572","1,914","1,852",213,35,73,322,44,22,"10,691","10,691","11,049","3,657","3,657","4,241","7,033","7,033","6,808",2.82,1.82,3.94,4.25,2.31,1.17,4.13,4.13,2.84,3.07,3.07,2.25,52.00,52.00,62.29,"6,088",744,333,14.59,14.59,17.37,"182,083","182,083","176,356",0.49,0.49,0.40,4.50,,,53.38,436.65,
케이씨씨글라스,369,344820,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=344820,"37,850",,,"1,649",,,81,,,84,,,"11,839",,,"2,760",,,"9,079",,,4.90,,,5.08,,,,,,,,,30.41,,,"1,014",,,,,,"108,727",,,0.17,,,,,,0.00
현대리바트,370,079430,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079430,"15,750","12,376","3,252","3,694",239,11,148,195,2,111,"7,528","7,528","7,797","2,949","2,949","3,135","4,580","4,580","4,662",1.93,0.35,4.01,1.57,0.07,3.01,4.30,4.30,4.78,2.72,2.72,2.95,64.39,64.39,67.26,948,11,541,14.08,14.08,6.66,"22,768","22,768","23,176",0.59,0.59,0.31,1.12,,,15.50,"1,312.27",0.00
대상홀딩스,372,084690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084690,"8,340","35,525","8,860","9,256","1,555",216,603,"1,382",479,623,"28,963","28,963","31,731","16,870","16,870","19,231","12,093","12,093","12,500",4.38,2.44,6.51,3.89,5.41,6.73,13.07,13.07,15.90,5.00,5.00,5.80,139.50,139.50,153.85,"1,946",870,784,3.46,3.46,2.16,"15,703","15,703","16,324",0.43,0.43,0.32,2.97,,,10.29,23.01,
경인양행,373,012610,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012610,"7,660","3,588",812,980,236,71,27,164,49,21,"4,721","4,721","4,743","2,346","2,346","2,379","2,374","2,374","2,364",6.57,8.74,2.80,4.56,6.05,2.14,6.57,6.57,6.44,3.70,3.70,3.47,98.83,98.83,100.64,345,105,38,22.44,22.44,15.37,"5,370","5,370","5,342",1.44,1.44,0.97,0.65,,,14.56,47.66,
진흥기업,374,002780,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002780,"2,105","5,465","1,264",858,280,53,21,203,-38,19,"3,258","3,258","3,240","2,284","2,284","2,247",974,974,993,5.13,4.20,2.46,3.72,-2.99,2.27,23.08,23.08,15.93,5.88,5.88,4.15,234.47,234.47,226.23,139,-26,13,16.65,16.65,18.80,665,665,678,3.48,3.48,2.80,,,,0.00,0.00,
현대에너지솔루션,375,322000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=322000,"27,600","4,461",,"1,088",221,,36,235,,30,"4,812","4,304","4,458","1,633","1,123","1,249","3,179","3,180","3,209",4.95,,3.35,5.28,,2.73,,,,,,,51.38,35.32,38.93,"2,788",,265,6.19,,,"28,380","28,396","28,650",0.61,0.61,0.67,,,,0.00,,
센트랄모텍,376,308170,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=308170,"35,150","2,921",,700,103,,21,51,,11,"2,354","2,354","2,389","1,377","1,377","1,387",977,977,"1,001",3.53,,2.93,1.75,,1.60,5.74,,,2.17,,,140.86,140.86,138.58,782,,132,20.14,,,"11,636","11,636","11,628",1.35,1.35,2.21,,,,0.00,,0.00
환인제약,377,016580,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016580,"14,850","1,592",386,420,262,41,72,186,30,64,"3,049","3,049","3,069",304,304,335,"2,745","2,745","2,734",16.44,10.62,17.22,11.69,7.82,15.19,,,6.53,,,5.72,11.09,11.09,12.24,"1,005",165,346,15.37,15.37,15.68,"17,933","17,933","17,869",0.86,0.86,0.83,1.94,,,24.50,149.61,0.00
AK홀딩스,378,006840,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006840,"22,300","37,595","8,991","7,939","1,313",-31,-346,574,-182,-842,"43,280","43,280","41,665","28,980","28,980","28,571","14,299","14,299","13,095",3.49,-0.34,-4.36,1.53,-2.02,-10.60,3.38,3.38,-7.07,1.49,1.49,-2.28,202.67,202.67,218.19,"2,135",-987,"-3,691",16.21,16.21,N/A,"63,415","63,415","59,158",0.55,0.55,0.30,2.17,,,34.60,-74.81,
세아홀딩스,379,058650,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058650,"72,900","49,307","11,558","11,330",895,11,186,485,-31,198,"54,567","54,567","55,487","24,243","24,243","25,388","30,324","30,324","30,099",1.82,0.09,1.64,0.98,-0.27,1.75,1.58,1.58,2.03,0.89,0.89,0.87,79.95,79.95,84.35,"7,705",-403,"5,364",10.20,10.20,5.13,"491,513","491,513","498,748",0.16,0.16,0.10,2.86,,,29.19,-558.72,
웅진씽크빅,380,095720,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=095720,"2,460","6,522","1,700","1,612",217,66,-17,"-1,412","-1,798",-74,"24,630","24,630","7,075","19,818","19,818","2,838","4,812","4,812","4,237",3.32,3.87,-1.08,-21.65,-105.75,-4.60,-35.62,-35.62,-31.13,-9.06,-9.06,-10.38,411.84,411.84,66.98,"-1,259","-1,342",-56,N/A,N/A,N/A,"3,612","3,612","3,176",0.83,0.83,0.76,10.38,10.38,0.00,-29.05,-22.86,0.00
도화엔지니어링,381,002150,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002150,"8,690","5,161","1,556","1,324",271,116,67,174,88,78,"4,090","4,090","4,230","1,564","1,564","1,727","2,526","2,526","2,504",5.24,7.47,5.05,3.37,5.68,5.88,6.93,6.93,9.10,4.43,4.43,5.63,61.92,61.92,68.97,516,262,231,17.32,17.32,10.72,"7,537","7,537","7,515",1.18,1.18,0.95,2.80,,,48.20,94.71,
한일홀딩스,382,003300,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003300,"48,000","16,518","4,330","3,355",836,179,-8,492,80,41,"33,000","33,000","32,471","15,576","15,576","15,412","17,424","17,424","17,058",5.06,4.14,-0.23,2.98,1.85,1.21,1.38,1.38,2.58,1.50,1.50,1.95,89.39,89.39,90.35,"2,304",110,-95,19.06,19.06,8.05,"166,986","166,986","163,851",0.26,0.26,0.21,5.24,,,99.83,"2,093.03",0.00
코리아오토글라스,383,152330,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=152330,"14,050","4,560","1,225","1,085",575,134,134,330,-40,116,"4,979","4,979","5,002","1,370","1,370","1,457","3,609","3,609","3,545",12.62,10.98,12.35,7.24,-3.25,10.66,9.36,9.36,9.70,6.22,6.22,6.83,37.97,37.97,41.12,"1,651",-199,578,9.78,9.78,7.42,"18,044","18,044","17,723",0.90,0.90,0.71,5.57,,,54.50,-451.97,
아세아제지,384,002310,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002310,"31,150","6,977","1,761","1,784",711,136,179,614,107,155,"8,482","8,482","8,670","2,634","2,634","2,720","5,849","5,849","5,950",10.19,7.71,10.01,8.81,6.07,8.71,10.99,10.99,10.90,7.40,7.40,7.31,45.03,45.03,45.70,"6,860","1,193","1,735",4.37,4.37,3.90,"65,302","65,302","66,436",0.46,0.46,0.41,2.00,,,8.75,50.30,
신도리코,385,029530,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=029530,"27,800","4,271","1,056",916,63,31,-120,145,-16,-37,"9,475","9,475","9,407",769,769,814,"8,706","8,706","8,594",1.47,2.98,-13.07,3.39,-1.56,-4.07,1.66,1.66,0.66,1.53,1.53,0.60,8.83,8.83,9.47,"1,437",-164,-370,25.67,25.67,39.86,"88,549","88,549","87,402",0.42,0.42,0.26,2.71,,,67.87,-596.52,
대한제분,386,001130,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001130,"154,000","9,339","2,418","2,342",235,9,111,170,2,73,"10,051","10,051","10,130","2,453","2,453","2,560","7,598","7,598","7,571",2.51,0.38,4.72,1.82,0.10,3.10,2.25,2.25,2.31,1.77,1.77,1.74,32.28,32.28,33.81,"10,055",146,"4,302",14.67,14.67,10.89,"461,851","461,851","460,154",0.32,0.32,0.24,1.36,,,19.36,"1,331.43",
해성디에스,387,195870,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=195870,"16,500","3,814","1,065","1,073",270,117,103,182,55,91,"3,266","3,266","3,564","1,180","1,180","1,447","2,085","2,085","2,117",7.09,10.97,9.62,4.78,5.13,8.48,9.06,9.06,13.35,5.76,5.76,8.12,56.61,56.61,68.37,"1,078",321,535,14.65,14.65,8.71,"12,267","12,267","12,452",1.29,1.29,1.11,2.22,,,32.46,108.95,
삼천리,388,004690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004690,"68,400","34,616","9,481","11,643",856,72,645,360,-151,338,"39,124","39,124","40,330","25,194","25,194","26,242","13,929","13,929","14,088",2.47,0.76,5.54,1.04,-1.59,2.90,2.98,2.98,1.10,0.95,0.95,0.25,180.87,180.87,186.27,"9,327","-3,188","7,643",9.06,9.06,19.08,"360,412","360,412","377,824",0.23,0.23,0.18,3.55,,,28.26,-82.70,
한화3우B,390,00088K,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=00088K,"28,950","504,124","127,293","144,619","11,257","1,148","2,964","2,311","-4,354","1,847","1,822,862","1,822,862","1,864,399","1,640,222","1,640,222","1,684,320","182,640","182,640","180,079",2.23,0.90,2.05,0.46,-3.42,1.28,2.09,2.09,2.67,0.13,0.13,0.14,898.06,898.06,935.32,919,"-1,775","1,372",27.21,27.21,12.74,"48,086","48,086","47,901",0.52,0.52,0.32,2.80,,,72.88,-37.73,
교보증권,391,030610,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030610,"7,600","14,521","1,954","7,912","1,104",145,-47,835,84,-21,"79,239","79,239","89,238","69,630","69,630","79,800","9,609","9,609","9,438",7.60,7.40,-0.60,5.75,4.30,-0.26,9.06,9.06,5.74,1.09,1.09,0.62,724.62,724.62,845.53,"2,319",233,-57,3.98,3.98,4.04,"27,528","27,528","27,038",0.33,0.33,0.22,4.34,,,16.73,166.17,0.00
금호산업,392,002990,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002990,"7,640","15,977","4,093","3,570",555,173,166,117,108,112,"13,374","13,374","13,590","9,609","9,609","9,849","3,765","3,765","3,742",3.47,4.23,4.66,0.73,2.64,3.15,3.20,3.20,14.45,0.93,0.93,3.98,255.23,255.23,263.23,323,297,309,35.65,35.65,4.43,"10,676","10,676","10,609",1.08,1.08,0.59,4.35,,,150.62,163.45,
현대차증권,393,001500,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001500,"9,290","7,162","1,629","3,171",984,101,331,718,76,246,"70,307","70,307","94,993","60,415","60,415","85,082","9,892","9,892","9,910",13.74,6.19,10.45,10.03,4.66,7.76,7.93,7.93,8.36,1.05,1.05,0.86,610.72,610.72,858.51,"2,322",213,635,4.33,4.33,3.07,"25,525","25,525","25,572",0.39,0.39,0.27,5.97,,,29.98,283.59,0.00
CJ4우(전환),394,00104K,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=00104K,"91,000","337,797","88,513","78,400","15,092","3,739","2,643","3,238","-1,542","3,633","403,814","403,814","412,164","257,663","257,663","261,562","146,151","146,151","150,602",4.47,4.22,3.37,0.96,-1.74,4.63,6.24,6.24,8.48,0.90,0.90,1.42,176.30,176.30,173.68,"7,491",-795,"4,273",12.90,12.90,6.20,"134,491","134,491","138,931",0.72,0.72,0.46,1.92,,,23.26,-219.19,
삼양패키징,395,272550,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=272550,"19,200","3,754",880,816,416,83,40,284,62,20,"5,639","5,639","5,609","2,776","2,776","2,834","2,862","2,862","2,775",11.08,9.46,4.88,7.56,7.00,2.42,10.29,10.29,11.16,5.12,5.12,5.28,97.00,97.00,102.12,"1,998",433,139,7.88,7.88,6.60,"20,142","20,142","19,530",0.78,0.78,0.71,4.76,,,37.55,173.03,
S&T홀딩스,396,036530,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036530,"16,400","15,121","4,181","3,350","1,263",350,284,"1,245",205,423,"22,367","22,367","22,240","6,107","6,107","6,006","16,259","16,259","16,234",8.35,8.36,8.48,8.23,4.90,12.62,8.78,8.78,9.96,5.72,5.72,6.60,37.56,37.56,37.00,"3,835",573,"1,307",4.03,4.03,2.78,"50,552","50,552","53,143",0.31,0.31,0.24,3.24,3.14,,12.12,81.11,
태림포장,397,011280,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011280,"3,775","5,729","1,427","1,380",208,-24,39,217,-24,22,"5,663","5,663","5,960","2,454","2,454","2,729","3,209","3,209","3,231",3.64,-1.65,2.82,3.79,-1.70,1.61,5.88,5.88,5.37,3.70,3.70,3.30,76.47,76.47,84.46,263,-46,20,16.19,16.19,13.49,"4,448","4,448","4,469",0.96,0.96,0.71,6.82,,,107.38,0.00,0.00
디티알오토모티브,398,007340,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007340,"26,850","9,298","2,113","2,327",802,161,203,683,139,202,"9,117","9,117","9,547","2,856","2,856","3,264","6,261","6,261","6,283",8.63,7.62,8.74,7.34,6.56,8.66,11.50,11.50,11.86,7.66,7.66,7.56,45.62,45.62,51.96,"6,584","1,345","2,040",4.46,4.46,3.66,"68,983","68,983","70,111",0.43,0.43,0.36,5.11,,,19.90,97.37,
케이씨,399,029460,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=029460,"19,150","5,119","1,247","1,102",676,198,169,588,166,154,"6,805","6,805","6,852","1,732","1,732","1,744","5,073","5,073","5,108",13.21,15.85,15.32,11.49,13.31,13.99,12.38,12.38,11.97,9.39,9.39,8.97,34.14,34.14,34.14,"3,722","1,151",989,5.01,5.01,3.30,"36,144","36,144","36,326",0.52,0.52,0.35,1.34,,,6.17,19.95,0.00
삼영무역,400,002810,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002810,"14,450","2,742",836,980,92,29,51,349,80,77,"5,109","5,109","5,246","1,134","1,134","1,244","3,976","3,976","4,002",3.35,3.45,5.18,12.71,9.58,7.85,10.32,10.32,9.41,7.77,7.77,7.24,28.51,28.51,31.08,"1,941",490,336,8.19,8.19,7.02,"19,965","19,965","20,071",0.80,0.80,0.62,2.10,,,16.80,66.57,
SBS미디어홀딩스,402,101060,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=101060,"1,865","2,398",720,443,48,-16,-54,"-1,048",-804,-62,"6,741","6,741","6,683",736,736,791,"6,004","6,004","5,892",1.98,-2.24,-12.26,-43.71,-111.57,-14.02,-16.34,-16.34,-11.39,-13.49,-13.49,-10.02,12.26,12.26,13.42,-753,-573,-41,N/A,N/A,N/A,"4,377","4,377","4,417",0.47,0.47,0.40,,,,0.00,0.00,
이연제약,403,102460,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=102460,"15,650","1,316",332,324,79,10,-2,59,4,0,"2,745","2,745","2,799",522,522,634,"2,223","2,223","2,165",6.00,2.94,-0.57,4.52,1.35,0.04,2.68,2.68,1.46,2.06,2.06,1.07,23.48,23.48,29.28,354,27,1,45.16,45.16,57.82,"13,323","13,323","12,973",1.20,1.20,0.84,2.19,,,97.36,"1,287.85",0.00
경농,404,002100,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002100,"12,150","2,275",238,"1,048",87,-89,258,40,-63,190,"3,709","3,709","4,104","1,690","1,690","1,943","2,019","2,019","2,161",3.82,-37.53,24.56,1.76,-26.46,18.11,2.47,2.47,3.18,1.10,1.10,1.41,83.70,83.70,89.90,209,-282,868,54.24,54.24,33.15,"10,302","10,302","11,091",1.10,1.10,0.86,1.94,,,86.59,-64.20,
아모레G3우(전환),405,00279K,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=00279K,"58,000","62,843","15,025","12,793","4,982",625,679,"2,824",-677,948,"82,814","82,814","80,460","18,012","18,012","17,046","64,801","64,801","63,414",7.93,4.16,5.31,4.49,-4.51,7.41,4.12,4.12,3.13,3.61,3.61,2.66,27.80,27.80,26.88,"1,498",-259,479,55.21,55.21,49.96,"37,530","37,530","36,586",2.20,2.20,1.51,0.36,,,22.98,-131.54,
에이블씨엔씨,406,078520,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=078520,"9,480","4,222","1,233",835,18,97,-122,-96,-61,-95,"4,333","4,333","4,212","1,769","1,769","1,736","2,564","2,564","2,475",0.43,7.87,-14.62,-2.28,-4.93,-11.41,-3.94,-3.94,-7.54,-2.34,-2.34,-4.26,69.00,69.00,70.15,-413,-270,-321,N/A,N/A,N/A,"9,449","9,449","9,161",1.08,1.08,0.88,,,,0.00,0.00,
E1,407,017940,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017940,"37,300","46,083","13,158","12,309","1,063",128,707,-524,170,299,"35,950","35,950","39,314","23,917","23,917","27,086","12,033","12,033","12,227",2.31,0.97,5.75,-1.14,1.29,2.43,-3.63,-3.63,-1.65,-1.46,-1.46,-0.81,198.76,198.76,221.52,"-6,293","2,800","4,441",N/A,N/A,N/A,"166,288","166,288","169,219",0.29,0.29,0.16,4.55,,,-29.47,66.21,
코리아써키트,408,007810,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007810,"10,400","5,434","1,414","1,615",139,77,89,21,-64,85,"4,781","4,781","5,025",876,876,"1,047","3,905","3,905","3,978",2.55,5.46,5.51,0.39,-4.56,5.26,0.21,0.21,3.39,0.43,0.43,2.52,22.44,22.44,26.33,25,-223,295,475.20,475.20,16.90,"12,169","12,169","12,440",0.98,0.98,0.56,,,,0.00,0.00,
삼성제약,409,001360,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001360,"4,080",446,112,134,-65,-22,-5,69,80,-127,"1,685","1,685","1,850",257,257,451,"1,428","1,428","1,399",-14.52,-19.40,-3.57,15.45,71.49,-94.60,5.02,4.84,-8.09,4.18,4.04,-6.43,18.00,18.00,32.25,117,136,-213,35.71,37.02,N/A,"2,423","2,423","2,274",1.73,1.73,1.80,,,,,,
신성통상,410,005390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005390,"1,835","9,549","3,161","2,123",408,294,-68,52,126,-111,"6,896","7,990","8,114","4,588","5,513","5,792","2,308","2,477","2,322",4.28,9.30,-3.18,0.55,3.99,-5.24,2.26,2.37,-1.58,0.78,0.78,-0.50,198.73,222.53,249.45,36,88,-77,29.79,38.73,N/A,"1,606","1,724","1,616",0.67,0.90,0.58,,,,0.00,,
모토닉,411,009680,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009680,"7,620","2,076",530,439,97,23,30,114,15,39,"4,409","4,409","4,402",330,330,359,"4,080","4,080","4,044",4.67,4.29,6.74,5.47,2.77,8.85,2.80,2.80,3.12,2.60,2.60,2.83,8.08,8.08,8.87,344,44,118,25.72,25.72,17.60,"18,539","18,539","18,494",0.48,0.48,0.36,3.39,,,58.14,449.55,
삼익THK,412,004380,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004380,"12,050","2,320",598,653,75,16,31,33,26,5,"3,926","3,926","3,917","2,043","2,043","2,063","1,883","1,883","1,855",3.21,2.70,4.69,1.41,4.39,0.70,1.74,1.74,1.57,0.87,0.87,0.78,108.44,108.44,111.21,156,125,22,74.60,74.60,68.18,"9,099","9,099","8,960",1.27,1.27,1.05,1.29,,,95.09,118.25,
한솔테크닉스,413,004710,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004710,"7,770","9,722","2,281","2,376",255,-16,108,64,-124,112,"4,953","4,953","5,643","2,335","2,335","2,857","2,618","2,618","2,786",2.62,-0.71,4.57,0.66,-5.42,4.73,2.79,2.79,5.32,1.28,1.28,2.36,89.17,89.17,102.55,234,-385,350,38.28,38.28,11.51,"8,324","8,324","8,857",1.07,1.07,0.57,,,,0.00,0.00,
팜스코,415,036580,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036580,"6,750","11,650","3,032","3,058",202,-54,122,-80,-72,-182,"9,792","9,792","9,896","6,793","6,793","7,113","3,000","3,000","2,784",1.74,-1.78,4.00,-0.68,-2.38,-5.96,-2.77,-2.77,-8.84,-0.86,-0.86,-2.66,226.44,226.44,255.50,-225,-189,-489,N/A,N/A,N/A,"8,367","8,367","7,757",0.55,0.55,0.41,1.09,,,-21.15,-25.27,
신성이엔지,416,011930,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011930,"1,360","4,511","1,199","1,009",97,26,49,21,36,15,"4,166","4,166","4,175","2,944","2,944","2,972","1,222","1,222","1,203",2.15,2.14,4.81,0.46,3.04,1.53,1.77,1.77,2.29,0.50,0.50,0.66,240.99,240.99,247.16,12,21,9,78.78,78.78,56.09,858,858,844,1.11,1.11,1.06,0.00,,,0.00,0.00,
모나리자,418,012690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012690,"6,620","1,180",289,329,28,13,34,24,10,25,771,771,864,120,120,206,651,651,657,2.35,4.38,10.21,2.06,3.52,7.45,3.75,3.75,7.12,3.15,3.15,5.52,18.39,18.39,31.37,66,28,67,54.61,54.61,44.55,"1,781","1,781","1,798",2.04,2.04,3.10,1.38,,,75.20,180.18,
아세아시멘트,419,183190,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=183190,"61,300","8,368","2,348","1,691",808,305,-60,289,107,-124,"19,160","19,160","18,853","11,100","11,100","10,977","8,060","8,060","7,876",9.66,12.97,-3.54,3.45,4.56,-7.35,3.54,3.54,3.50,1.50,1.50,1.44,137.72,137.72,139.37,"7,157","2,485","-3,169",10.62,10.62,6.80,"204,962","204,962","200,271",0.37,0.37,0.24,1.97,,,20.95,60.34,
코스모화학,420,005420,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005420,"9,220","4,068",826,809,-52,-15,16,-186,-59,-11,"5,142","5,142","5,523","2,871","2,871","3,244","2,272","2,272","2,279",-1.28,-1.81,1.96,-4.58,-7.09,-1.30,-12.16,-12.16,-12.14,-3.70,-3.70,-3.53,126.37,126.37,142.33,-754,-203,-86,N/A,N/A,N/A,"5,357","5,357","5,338",1.14,1.14,1.13,,,,0.00,0.00,
신세계푸드,421,031440,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=031440,"62,000","13,201","3,387","3,050",222,54,-40,44,-44,-43,"7,333","7,333","7,838","4,182","4,182","4,751","3,151","3,151","3,087",1.68,1.61,-1.30,0.33,-1.30,-1.40,1.38,1.38,-0.27,0.64,0.64,-0.12,132.71,132.71,153.92,"1,124","-1,135","-1,105",62.54,62.54,N/A,"81,373","81,373","79,711",0.86,0.86,0.59,1.07,,,66.72,-66.09,
KPX케미칼,423,025000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025000,"49,250","7,657","2,032","1,779",484,145,124,422,120,59,"5,379","5,379","5,880",618,618,"1,133","4,761","4,761","4,747",6.33,7.12,6.99,5.51,5.90,3.34,9.04,9.04,8.44,7.86,7.86,6.79,12.99,12.99,23.87,"8,420","2,401","1,168",6.60,6.60,5.45,"98,085","98,085","97,646",0.57,0.57,0.44,4.50,,,29.17,81.83,0.00
휴비스,424,079980,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079980,"6,910","10,293","2,298","2,254",49,-20,62,-3,-13,36,"8,772","8,772","8,990","4,810","4,810","4,994","3,961","3,961","3,995",0.47,-0.88,2.76,-0.03,-0.55,1.60,-0.07,-0.07,0.55,-0.03,-0.03,0.24,121.44,121.44,125.01,-8,-39,106,N/A,N/A,67.28,"11,958","11,958","12,008",0.51,0.51,0.36,2.46,,,"-1,753.18",-363.71,
넥센,425,005720,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005720,"4,485","22,913","5,208","5,282","2,251",419,319,"1,137",218,183,"40,980","40,980","42,204","20,815","20,815","21,832","20,165","20,165","20,373",9.83,8.05,6.05,4.96,4.18,3.47,5.96,5.96,5.47,2.87,2.87,2.56,103.22,103.22,107.16,"1,037",153,181,5.84,5.84,3.78,"18,356","18,356","18,626",0.33,0.33,0.20,1.32,,,7.61,51.65,
광주신세계,426,037710,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=037710,"145,500","1,549",446,333,551,174,100,477,122,97,"7,524","7,524","7,440",912,912,787,"6,612","6,612","6,653",35.58,39.13,30.08,30.78,27.40,29.03,7.44,7.44,6.79,6.58,6.58,6.01,13.80,13.80,11.83,"29,793","7,635","6,042",5.50,5.50,4.85,"415,467","415,467","418,042",0.39,0.39,0.32,2.13,,,11.68,45.60,0.00
